CT #,GRP #,M #,Client Company,Shipping Term,Transport Mode,Shipper,Consignee,Origin Country,Destination Country,Origin,Destination,Delivery,Port of Loading,Transshipment Port,Port of Discharge,Act Port Load,Act Port Disch,Cargo Ready,Act Depart,Act Arriv,Act Deliv,CT Conts ST,20,40,40HQ,45,CT CBM,CT CWT,CT GWT kg,CT Plts,Sales Invoice #,Date Issued,Issued by,Bill To Party Company,Status,Currency,Billed Sales Amount,USD Sales Amount,Sales Invoice #,SI CC,SI CC Description,USD SI CC
720200,CT720200,41149,Meritt Hardware Group S.A. (ES),EXW,OCEAN - FCL (AW),"Shenzhen Baoan Weiheng Fasteners Co., Ltd. - Shenzhen",Meritt Hardware Group S.A. - Valencia,China,Spain,"Shenzhen, China","Valencia, Spain",Turia Almacenes Logisticos S.L. - Alicante,"Shenzhen, China",,"Valencia, Spain",27-Sep-2025,04-Nov-2025,23-Sep-2025,27-Sep-2025,04-Nov-2025,16-Nov-2025,,,,,,,,,,MH100346,02-Dec-2025,Xavier Mendoza,Meritt Hardware Group S.A. - Valencia,open,GBP,8597.04,-related-,MH100346,1620,Bill of Lading Fee,61.01
720201,10146,41150,Meritt Hardware Group S.A. (ES),DDP,AIR,"Changan Ruicheng Precision Screws Co., Ltd. - Dongguan",Meritt Hardware Group S.A. - Valencia,China,Spain,"Shenzhen, China","Valencia, Spain",Costa Blanca Distribucion S.A. - Alicante,"Shenzhen, China",,"Valencia, Spain",03-Feb-2026,09-Feb-2026,27-Jan-2026,03-Feb-2026,09-Feb-2026,17-Feb-2026,,,,,,1.415,281.58,281.58,1,MH100347,01-Mar-2026,Guillem Ortiz,Meritt Hardware Group S.A. - Valencia,open,EUR,2615.15,2850.51,MH100347,1101,Airfreight,2569.64
720201,10146,41150,Meritt Hardware Group S.A. (ES),DDP,AIR,"Changan Ruicheng Precision Screws Co., Ltd. - Dongguan",Meritt Hardware Group S.A. - Valencia,China,Spain,"Shenzhen, China","Valencia, Spain",Costa Blanca Distribucion S.A. - Alicante,"Shenzhen, China",,"Valencia, Spain",03-Feb-2026,09-Feb-2026,27-Jan-2026,03-Feb-2026,09-Feb-2026,17-Feb-2026,,,,,,,,,,MH100347,19-Feb-2026,Guillem Ortiz,Meritt Hardware Group S.A. - Valencia,open,EUR,2615.15,-related-,MH100347,1411,Destination DAP charges,280.87
720202,10146,41150,Meritt Hardware Group S.A. (ES),DDP,AIR,"Changan Ruicheng Precision Screws Co., Ltd. - Dongguan",Meritt Hardware Group S.A. - Valencia,China,Spain,"Shenzhen, China","Valencia, Spain",Costa Blanca Distribucion S.A. - Alicante,"Shenzhen, China",,"Valencia, Spain",03-Feb-2026,09-Feb-2026,27-Jan-2026,03-Feb-2026,09-Feb-2026,17-Feb-2026,,,,,,1.415,281.58,281.58,1,MH100347,22-Feb-2026,Guillem Ortiz,Meritt Hardware Group S.A. - Valencia,open,EUR,119.18,129.91,MH100347,1601,Origin Handling,129.91
720203,10146,41150,Meritt Hardware Group S.A. (ES),DDP,AIR,"Changan Ruicheng Precision Screws Co., Ltd. - Dongguan",Meritt Hardware Group S.A. - Valencia,China,Spain,"Shenzhen, China","Valencia, Spain",Costa Blanca Distribucion S.A. - Alicante,"Shenzhen, China",,"Valencia, Spain",03-Feb-2026,09-Feb-2026,27-Jan-2026,03-Feb-2026,09-Feb-2026,17-Feb-2026,,,,,,1.415,281.58,281.58,1,MH100347,02-Mar-2026,Guillem Ortiz,Meritt Hardware Group S.A. - Valencia,open,EUR,561.59,612.13,MH100347,1503,Import Trucking,612.13
720204,CT720204,41151,Meritt Hardware Group S.A. (ES),DDP,AIR,"Longgang Yidatong Hand Tools Co., Ltd. - Shenzhen",Meritt Hardware Group S.A. - Valencia,China,Spain,"Shenzhen, China","Valencia, Spain",Meritt Hardware c/o Getafe Plataforma - Madrid,"Shenzhen, China",,"Valencia, Spain",01-Jun-2026,07-Jun-2026,27-May-2026,01-Jun-2026,07-Jun-2026,14-Jun-2026,,,,,,5.302,1412.76,1412.76,4,MH100348,01-Jul-2026,Guillem Ortiz,Meritt Hardware Group S.A. - Valencia,open,GBP,3886.83,5208.35,MH100348,1101,Airfreight,4478.91
720204,CT720204,41151,Meritt Hardware Group S.A. (ES),DDP,AIR,"Longgang Yidatong Hand Tools Co., Ltd. - Shenzhen",Meritt Hardware Group S.A. - Valencia,China,Spain,"Shenzhen, China","Valencia, Spain",Meritt Hardware c/o Getafe Plataforma - Madrid,"Shenzhen, China",,"Valencia, Spain",01-Jun-2026,07-Jun-2026,27-May-2026,01-Jun-2026,07-Jun-2026,14-Jun-2026,,,,,,,,,,MH100348,17-Jun-2026,Guillem Ortiz,Meritt Hardware Group S.A. - Valencia,open,GBP,3886.83,-related-,MH100348,1601,Origin Handling,129.37
720204,CT720204,41151,Meritt Hardware Group S.A. (ES),DDP,AIR,"Longgang Yidatong Hand Tools Co., Ltd. - Shenzhen",Meritt Hardware Group S.A. - Valencia,China,Spain,"Shenzhen, China","Valencia, Spain",Meritt Hardware c/o Getafe Plataforma - Madrid,"Shenzhen, China",,"Valencia, Spain",01-Jun-2026,07-Jun-2026,27-May-2026,01-Jun-2026,07-Jun-2026,14-Jun-2026,,,,,,,,,,MH100348,25-Jun-2026,Guillem Ortiz,Meritt Hardware Group S.A. - Valencia,open,GBP,3886.83,-related-,MH100348,1503,Import Trucking,600.07
720205,CT720205,41152,Meritt Hardware Group S.A. (ES),EXW,OCEAN - FCL (AW),"Dongguan Humen Jinhui Hinges Co., Ltd. - Dongguan",Meritt Quincaillerie SARL - Perpignan,China,Spain,"Shenzhen, China","Barcelona, Spain",Roussillon Entrepots SAS - Perpignan,"Shenzhen, China",,"Barcelona, Spain",09-Jul-2025,04-Aug-2025,30-Jun-2025,09-Jul-2025,04-Aug-2025,16-Aug-2025,,0,0,2,0,116.571,34026.74,34026.74,85,MH100349,02-Sep-2025,Guillem Ortiz,Meritt Hardware Group S.A. - Valencia,open,USD,13266.25,13266.25,MH100349,1300,Ocean Freight - Port to Door,9729.12
720205,CT720205,41152,Meritt Hardware Group S.A. (ES),EXW,OCEAN - FCL (AW),"Dongguan Humen Jinhui Hinges Co., Ltd. - Dongguan",Meritt Quincaillerie SARL - Perpignan,China,Spain,"Shenzhen, China","Barcelona, Spain",Roussillon Entrepots SAS - Perpignan,"Shenzhen, China",,"Barcelona, Spain",09-Jul-2025,04-Aug-2025,30-Jun-2025,09-Jul-2025,04-Aug-2025,16-Aug-2025,,0,0,2,0,,,,,MH100349,23-Aug-2025,Guillem Ortiz,Meritt Hardware Group S.A. - Valencia,open,USD,13266.25,-related-,MH100349,1630,Origin Charges - All In,2302.44
720205,CT720205,41152,Meritt Hardware Group S.A. (ES),EXW,OCEAN - FCL (AW),"Dongguan Humen Jinhui Hinges Co., Ltd. - Dongguan",Meritt Quincaillerie SARL - Perpignan,China,Spain,"Shenzhen, China","Barcelona, Spain",Roussillon Entrepots SAS - Perpignan,"Shenzhen, China",,"Barcelona, Spain",09-Jul-2025,04-Aug-2025,30-Jun-2025,09-Jul-2025,04-Aug-2025,16-Aug-2025,,,,,,,,,,MH100349,03-Sep-2025,Guillem Ortiz,Meritt Hardware Group S.A. - Valencia,open,USD,13266.25,-related-,MH100349,1601,Origin Handling,258.38
720205,CT720205,41152,Meritt Hardware Group S.A. (ES),EXW,OCEAN - FCL (AW),"Dongguan Humen Jinhui Hinges Co., Ltd. - Dongguan",Meritt Quincaillerie SARL - Perpignan,China,Spain,"Shenzhen, China","Barcelona, Spain",Roussillon Entrepots SAS - Perpignan,"Shenzhen, China",,"Barcelona, Spain",09-Jul-2025,04-Aug-2025,30-Jun-2025,09-Jul-2025,04-Aug-2025,16-Aug-2025,,,,,,,,,,MH100349,03-Sep-2025,Guillem Ortiz,Meritt Hardware Group S.A. - Valencia,open,USD,13266.25,-related-,MH100349,1511,Destination Port Charges,343.78
720205,CT720205,41152,Meritt Hardware Group S.A. (ES),EXW,OCEAN - FCL (AW),"Dongguan Humen Jinhui Hinges Co., Ltd. - Dongguan",Meritt Quincaillerie SARL - Perpignan,China,Spain,"Shenzhen, China","Barcelona, Spain",Roussillon Entrepots SAS - Perpignan,"Shenzhen, China",,"Barcelona, Spain",09-Jul-2025,04-Aug-2025,30-Jun-2025,09-Jul-2025,04-Aug-2025,16-Aug-2025,,,,,,,,,,MH100349,29-Aug-2025,Guillem Ortiz,Meritt Hardware Group S.A. - Valencia,open,USD,13266.25,-related-,MH100349,1299,Other Customs Charges - stamp duty,632.53
720206,10149,41153,Meritt Hardware Group S.A. (ES),FOB,OCEAN - FCL (AW),"Shenzhen Pingshan Antai Wire Forms Co., Ltd. - Shenzhen",Meritt Hardware Group S.A. - Valencia,China,Spain,"Shenzhen, China","Barcelona, Spain",Valles Oriental Logistica S.L. - Granollers,"Shenzhen, China",,"Barcelona, Spain",01-Apr-2025,01-May-2025,24-Mar-2025,01-Apr-2025,01-May-2025,09-May-2025,,0,0,1,0,21.363,6915.58,6915.58,16,MH100350,15-May-2025,Xavier Mendoza,Meritt Hardware Group S.A. - Valencia,open,EUR,4134.35,4506.44,MH100350,1300,Ocean Freight - Port to Door,4450.28
720206,10149,41153,Meritt Hardware Group S.A. (ES),FOB,OCEAN - FCL (AW),"Shenzhen Pingshan Antai Wire Forms Co., Ltd. - Shenzhen",Meritt Hardware Group S.A. - Valencia,China,Spain,"Shenzhen, China","Barcelona, Spain",Valles Oriental Logistica S.L. - Granollers,"Shenzhen, China",,"Barcelona, Spain",01-Apr-2025,01-May-2025,24-Mar-2025,01-Apr-2025,01-May-2025,09-May-2025,,0,0,1,0,,,,,MH100350,28-May-2025,Xavier Mendoza,Meritt Hardware Group S.A. - Valencia,open,EUR,4134.35,-related-,MH100350,1620,Bill of Lading Fee,56.16
720207,10149,41153,Meritt Hardware Group S.A. (ES),FOB,OCEAN - FCL (AW),"Shenzhen Pingshan Antai Wire Forms Co., Ltd. - Shenzhen",Meritt Hardware Group S.A. - Valencia,China,Spain,"Shenzhen, China","Barcelona, Spain",Valles Oriental Logistica S.L. - Granollers,"Shenzhen, China",Singapore,"Barcelona, Spain",01-Apr-2025,01-May-2025,24-Mar-2025,01-Apr-2025,01-May-2025,09-May-2025,,0,0,1,0,20.028,6483.35,6483.35,15,MH100350,20-May-2025,Xavier Mendoza,Meritt Hardware Group S.A. - Valencia,open,EUR,202.23,220.43,MH100350,1601,Origin Handling,137.99
720207,10149,41153,Meritt Hardware Group S.A. (ES),FOB,OCEAN - FCL (AW),"Shenzhen Pingshan Antai Wire Forms Co., Ltd. - Shenzhen",Meritt Hardware Group S.A. - Valencia,China,Spain,"Shenzhen, China","Barcelona, Spain",Valles Oriental Logistica S.L. - Granollers,"Shenzhen, China",Singapore,"Barcelona, Spain",01-Apr-2025,01-May-2025,24-Mar-2025,01-Apr-2025,01-May-2025,09-May-2025,,0,0,1,0,,,,,MH100350,15-May-2025,Xavier Mendoza,Meritt Hardware Group S.A. - Valencia,open,EUR,202.23,-related-,MH100350,1600,Outlay Fee 2.5 %,82.44
720208,10149,41153,Meritt Hardware Group S.A. (ES),FOB,OCEAN - FCL (AW),"Shenzhen Pingshan Antai Wire Forms Co., Ltd. - Shenzhen",Meritt Hardware Group S.A. - Valencia,China,Spain,"Shenzhen, China","Barcelona, Spain",Valles Oriental Logistica S.L. - Granollers,"Shenzhen, China",,"Barcelona, Spain",01-Apr-2025,01-May-2025,24-Mar-2025,01-Apr-2025,01-May-2025,09-May-2025,,0,0,1,0,20.028,6483.35,6483.35,15,MH100350,18-May-2025,Xavier Mendoza,Meritt Hardware Group S.A. - Valencia,open,EUR,160.33,174.76,MH100350,1511,Destination Port Charges,174.76
720209,CT720209,41154,Meritt Hardware Group S.A. (ES),DAP,AIR,"Jiangmen Pengjiang Hengli Locksets Co., Ltd. - Jiangmen",Meritt Hardware Group S.A. - Valencia,China,Spain,"Shenzhen, China","Barcelona, Spain",Valles Oriental Logistica S.L. - Granollers,"Shenzhen, China",,"Barcelona, Spain",19-Sep-2025,22-Sep-2025,15-Sep-2025,19-Sep-2025,22-Sep-2025,24-Sep-2025,,,,,,4.120,771.56,771.56,3,MH100351,29-Sep-2025,Alba Ferreiro,Meritt Hardware Group S.A. - Valencia,open,EUR,2763.41,3012.12,MH100351,1101,Airfreight,2296.79
720209,CT720209,41154,Meritt Hardware Group S.A. (ES),DAP,AIR,"Jiangmen Pengjiang Hengli Locksets Co., Ltd. - Jiangmen",Meritt Hardware Group S.A. - Valencia,China,Spain,"Shenzhen, China","Barcelona, Spain",Valles Oriental Logistica S.L. - Granollers,"Shenzhen, China",,"Barcelona, Spain",19-Sep-2025,22-Sep-2025,15-Sep-2025,19-Sep-2025,22-Sep-2025,24-Sep-2025,,,,,,,,,,MH100351,14-Oct-2025,Alba Ferreiro,Meritt Hardware Group S.A. - Valencia,open,EUR,2763.41,-related-,MH100351,1601,Origin Handling,139.29
720209,CT720209,41154,Meritt Hardware Group S.A. (ES),DAP,AIR,"Jiangmen Pengjiang Hengli Locksets Co., Ltd. - Jiangmen",Meritt Hardware Group S.A. - Valencia,China,Spain,"Shenzhen, China","Barcelona, Spain",Valles Oriental Logistica S.L. - Granollers,"Shenzhen, China",,"Barcelona, Spain",19-Sep-2025,22-Sep-2025,15-Sep-2025,19-Sep-2025,22-Sep-2025,24-Sep-2025,,,,,,,,,,MH100351,30-Sep-2025,Alba Ferreiro,Meritt Hardware Group S.A. - Valencia,open,EUR,2763.41,-related-,MH100351,1503,Import Trucking,514.77
720209,CT720209,41154,Meritt Hardware Group S.A. (ES),DAP,AIR,"Jiangmen Pengjiang Hengli Locksets Co., Ltd. - Jiangmen",Meritt Hardware Group S.A. - Valencia,China,Spain,"Shenzhen, China","Barcelona, Spain",Valles Oriental Logistica S.L. - Granollers,"Shenzhen, China",,"Barcelona, Spain",19-Sep-2025,22-Sep-2025,15-Sep-2025,19-Sep-2025,22-Sep-2025,24-Sep-2025,,,,,,,,,,MH100351,06-Oct-2025,Alba Ferreiro,Meritt Hardware Group S.A. - Valencia,open,EUR,2763.41,-related-,MH100351,1620,Bill of Lading Fee,61.27
720210,CT720210,41155,Meritt Hardware Group S.A. (ES),EXW,OCEAN - FCL (AW),"Changan Ruicheng Precision Screws Co., Ltd. - Dongguan",Meritt Hardware Group S.A. - Valencia,China,Spain,"Shenzhen, China","Valencia, Spain",Meritt Hardware c/o Getafe Plataforma - Madrid,"Shenzhen, China",,"Valencia, Spain",02-Jan-2026,01-Feb-2026,29-Dec-2025,02-Jan-2026,01-Feb-2026,12-Feb-2026,,0,0,2,0,117.889,26532.71,26532.71,89,MH100352,22-Feb-2026,Xavier Mendoza,Meritt Hardware Group S.A. - Valencia,open,EUR,12324.91,13434.15,MH100352,1300,Ocean Freight - Port to Door,10622.39
720210,CT720210,41155,Meritt Hardware Group S.A. (ES),EXW,OCEAN - FCL (AW),"Changan Ruicheng Precision Screws Co., Ltd. - Dongguan",Meritt Hardware Group S.A. - Valencia,China,Spain,"Shenzhen, China","Valencia, Spain",Meritt Hardware c/o Getafe Plataforma - Madrid,"Shenzhen, China",,"Valencia, Spain",02-Jan-2026,01-Feb-2026,29-Dec-2025,02-Jan-2026,01-Feb-2026,12-Feb-2026,,0,0,2,0,,,,,MH100352,26-Feb-2026,Xavier Mendoza,Meritt Hardware Group S.A. - Valencia,open,EUR,12324.91,-related-,MH100352,1630,EXW Origin Charges - Consolidated,2359.30
720210,CT720210,41155,Meritt Hardware Group S.A. (ES),EXW,OCEAN - FCL (AW),"Changan Ruicheng Precision Screws Co., Ltd. - Dongguan",Meritt Hardware Group S.A. - Valencia,China,Spain,"Shenzhen, China","Valencia, Spain",Meritt Hardware c/o Getafe Plataforma - Madrid,"Shenzhen, China",,"Valencia, Spain",02-Jan-2026,01-Feb-2026,29-Dec-2025,02-Jan-2026,01-Feb-2026,12-Feb-2026,,,,,,,,,,MH100352,28-Feb-2026,Xavier Mendoza,Meritt Hardware Group S.A. - Valencia,open,EUR,12324.91,-related-,MH100352,1505,Destination Terminal Handling,392.15
720210,CT720210,41155,Meritt Hardware Group S.A. (ES),EXW,OCEAN - FCL (AW),"Changan Ruicheng Precision Screws Co., Ltd. - Dongguan",Meritt Hardware Group S.A. - Valencia,China,Spain,"Shenzhen, China","Valencia, Spain",Meritt Hardware c/o Getafe Plataforma - Madrid,"Shenzhen, China",,"Valencia, Spain",02-Jan-2026,01-Feb-2026,29-Dec-2025,02-Jan-2026,01-Feb-2026,12-Feb-2026,,,,,,,,,,MH100352,17-Feb-2026,Xavier Mendoza,Meritt Hardware Group S.A. - Valencia,open,EUR,12324.91,-related-,MH100352,1620,Bill of Lading Fee,60.31
720211,CT720211,41156,Meritt Hardware Group S.A. (ES),FOB,OCEAN - FCL (AW),"Longgang Yidatong Hand Tools Co., Ltd. - Shenzhen",Meritt Hardware Group S.A. - Valencia,China,Spain,"Shenzhen, China","Valencia, Spain",Getafe Plataforma Logistica - Madrid,"Shenzhen, China",,"Valencia, Spain",20-Jan-2026,26-Feb-2026,12-Jan-2026,20-Jan-2026,26-Feb-2026,28-Feb-2026,,0,0,1,0,63.548,17672.39,17672.39,46,MH100353,06-Mar-2026,Nuria Bastida,Meritt Hardware Group S.A. - Valencia,open,EUR,5080.54,5537.79,MH100353,1300,Oceanfreight incl. Destination Delivery,5045.81
720211,CT720211,41156,Meritt Hardware Group S.A. (ES),FOB,OCEAN - FCL (AW),"Longgang Yidatong Hand Tools Co., Ltd. - Shenzhen",Meritt Hardware Group S.A. - Valencia,China,Spain,"Shenzhen, China","Valencia, Spain",Getafe Plataforma Logistica - Madrid,"Shenzhen, China",,"Valencia, Spain",20-Jan-2026,26-Feb-2026,12-Jan-2026,20-Jan-2026,26-Feb-2026,28-Feb-2026,,0,0,1,0,,,,,MH100353,02-Mar-2026,Nuria Bastida,Meritt Hardware Group S.A. - Valencia,open,EUR,5080.54,-related-,MH100353,1601,Origin Handling,146.17
720211,CT720211,41156,Meritt Hardware Group S.A. (ES),FOB,OCEAN - FCL (AW),"Longgang Yidatong Hand Tools Co., Ltd. - Shenzhen",Meritt Hardware Group S.A. - Valencia,China,Spain,"Shenzhen, China","Valencia, Spain",Getafe Plataforma Logistica - Madrid,"Shenzhen, China",,"Valencia, Spain",20-Jan-2026,26-Feb-2026,12-Jan-2026,20-Jan-2026,26-Feb-2026,28-Feb-2026,,,,,,,,,,MH100353,08-Mar-2026,Nuria Bastida,Meritt Hardware Group S.A. - Valencia,open,EUR,5080.54,-related-,MH100353,1505,Destination Terminal Handling,197.96
720211,CT720211,41156,Meritt Hardware Group S.A. (ES),FOB,OCEAN - FCL (AW),"Longgang Yidatong Hand Tools Co., Ltd. - Shenzhen",Meritt Hardware Group S.A. - Valencia,China,Spain,"Shenzhen, China","Valencia, Spain",Getafe Plataforma Logistica - Madrid,"Shenzhen, China",,"Valencia, Spain",20-Jan-2026,26-Feb-2026,12-Jan-2026,20-Jan-2026,26-Feb-2026,28-Feb-2026,,,,,,,,,,MH100353,06-Mar-2026,Nuria Bastida,Meritt Hardware Group S.A. - Valencia,open,EUR,5080.54,-related-,MH100353,1511,Destination Port Charges,147.85
720212,CT720212,41157,Meritt Hardware Group S.A. (ES),EXW,OCEAN - FCL (AW),Meritt Sourcing Asia Ltd. - Singapore,Meritt Hardware Group S.A. - Valencia,China,Spain,"Shenzhen, China","Valencia, Spain",Costa Blanca Distribucion S.A. - Alicante,"Shenzhen, China",,"Valencia, Spain",20-Dec-2025,25-Jan-2026,16-Dec-2025,20-Dec-2025,25-Jan-2026,03-Feb-2026,,0,0,2,0,63.669,18761.74,18761.74,46,MH100354,06-Feb-2026,Rui Camposinhos,Meritt Hardware Group S.A. - Valencia,open,EUR,10283.06,11208.53,MH100354,1300,Ocean Freight - Port to Door,9165.93
720212,CT720212,41157,Meritt Hardware Group S.A. (ES),EXW,OCEAN - FCL (AW),Meritt Sourcing Asia Ltd. - Singapore,Meritt Hardware Group S.A. - Valencia,China,Spain,"Shenzhen, China","Valencia, Spain",Costa Blanca Distribucion S.A. - Alicante,"Shenzhen, China",,"Valencia, Spain",20-Dec-2025,25-Jan-2026,16-Dec-2025,20-Dec-2025,25-Jan-2026,03-Feb-2026,,0,0,2,0,,,,,MH100354,06-Feb-2026,Rui Camposinhos,Meritt Hardware Group S.A. - Valencia,open,EUR,10283.06,-related-,MH100354,1630,Origin Charges - All In,2042.60
720213,10154,41158,Meritt Hardware Group S.A. (ES),DDP,AIR,"Dongguan Humen Jinhui Hinges Co., Ltd. - Dongguan",Meritt Hardware Group S.A. - Valencia,China,Spain,"Shenzhen, China","Barcelona, Spain",Valles Oriental Logistica S.L. - TBC,"Shenzhen, China",,"Barcelona, Spain",08-Jun-2025,14-Jun-2025,04-Jun-2025,08-Jun-2025,14-Jun-2025,20-Jun-2025,,,,,,10.452,1910.88,1910.88,8,MH100355,28-Jun-2025,Guillem Ortiz,Meritt Hardware Group S.A. - Valencia,open,EUR,11370.11,12393.42,MH100355,1101,Airfreight,12335.65
720213,10154,41158,Meritt Hardware Group S.A. (ES),DDP,AIR,"Dongguan Humen Jinhui Hinges Co., Ltd. - Dongguan",Meritt Hardware Group S.A. - Valencia,China,Spain,"Shenzhen, China","Barcelona, Spain",Valles Oriental Logistica S.L. - TBC,"Shenzhen, China",,"Barcelona, Spain",08-Jun-2025,14-Jun-2025,04-Jun-2025,08-Jun-2025,14-Jun-2025,20-Jun-2025,,,,,,,,,,MH100355,09-Jul-2025,Guillem Ortiz,Meritt Hardware Group S.A. - Valencia,open,EUR,11370.11,-related-,MH100355,1620,Bill of Lading Fee,57.77
720214,10154,41158,Meritt Hardware Group S.A. (ES),DDP,AIR,"Dongguan Humen Jinhui Hinges Co., Ltd. - Dongguan",Meritt Hardware Group S.A. - Valencia,China,Spain,"Shenzhen, China","Barcelona, Spain",Valles Oriental Logistica S.L. - TBC,"Shenzhen, China",,"Barcelona, Spain",08-Jun-2025,14-Jun-2025,04-Jun-2025,08-Jun-2025,14-Jun-2025,20-Jun-2025,,,,,,10.452,1910.88,1910.88,8,MH100355,01-Jul-2025,Guillem Ortiz,Meritt Hardware Group S.A. - Valencia,open,EUR,1060.11,1155.52,MH100355,1503,Import Trucking,1155.52
720215,10155,41159,Meritt Hardware Group S.A. (ES),BRK,AIR,"Jiangmen Pengjiang Hengli Locksets Co., Ltd. - Jiangmen",Meritt Hardware Group S.A. - Valencia,China,Spain,"Shenzhen, China","Valencia, Spain",Costa Blanca Distribucion S.A. - Alicante,"Shenzhen, China",,"Valencia, Spain",17-Aug-2025,20-Aug-2025,14-Aug-2025,17-Aug-2025,20-Aug-2025,30-Aug-2025,,,,,,5.580,1710.52,1710.52,4,MH100356,01-Sep-2025,Guillem Ortiz,Meritt Hardware Group S.A. - Valencia,open,EUR,16733.65,18239.68,MH100356,1101,Airfreight,18180.19
720215,10155,41159,Meritt Hardware Group S.A. (ES),BRK,AIR,"Jiangmen Pengjiang Hengli Locksets Co., Ltd. - Jiangmen",Meritt Hardware Group S.A. - Valencia,China,Spain,"Shenzhen, China","Valencia, Spain",Costa Blanca Distribucion S.A. - Alicante,"Shenzhen, China",,"Valencia, Spain",17-Aug-2025,20-Aug-2025,14-Aug-2025,17-Aug-2025,20-Aug-2025,30-Aug-2025,,,,,,,,,,MH100356,14-Sep-2025,Guillem Ortiz,Meritt Hardware Group S.A. - Valencia,open,EUR,16733.65,-related-,MH100356,1620,Bill of Lading Fee,59.49
720216,10155,41159,Meritt Hardware Group S.A. (ES),BRK,AIR,"Jiangmen Pengjiang Hengli Locksets Co., Ltd. - Jiangmen",Meritt Hardware Group S.A. - Valencia,China,Spain,"Shenzhen, China","Valencia, Spain",Costa Blanca Distribucion S.A. - Alicante,"Shenzhen, China",Singapore,"Valencia, Spain",17-Aug-2025,20-Aug-2025,14-Aug-2025,17-Aug-2025,20-Aug-2025,30-Aug-2025,,,,,,5.580,1710.53,1710.53,4,MH100356,19-Sep-2025,Guillem Ortiz,Meritt Hardware Group S.A. - Valencia,open,EUR,126.43,137.81,MH100356,1601,Origin Handling,137.81
720217,10155,41159,Meritt Hardware Group S.A. (ES),BRK,AIR,"Jiangmen Pengjiang Hengli Locksets Co., Ltd. - Jiangmen",Meritt Hardware Group S.A. - Valencia,China,Spain,"Shenzhen, China","Valencia, Spain",Costa Blanca Distribucion S.A. - Alicante,"Shenzhen, China",,"Valencia, Spain",17-Aug-2025,20-Aug-2025,14-Aug-2025,17-Aug-2025,20-Aug-2025,30-Aug-2025,,,,,,5.580,1710.53,1710.53,4,MH100356,03-Sep-2025,Guillem Ortiz,Meritt Hardware Group S.A. - Valencia,open,EUR,908.11,989.84,MH100356,1503,Import Trucking - 40'hc,989.84
720218,CT720218,41160,Meritt Hardware Group S.A. (ES),DAP,AIR,"Zhongshan Guzhen Lighting Accessories Co., Ltd. - Zhongshan",Meritt Hardware Group S.A. - Valencia,China,Spain,"Shenzhen, China","Valencia, Spain",Turia Almacenes Logisticos SL - Riba-roja de Turia,"Shenzhen, China",,"Valencia, Spain",2025-08-01,2025-08-04,2025-07-28,2025-08-01,2025-08-04,2025-08-07,,,,,,2.826,607.69,607.69,2,MH100357,2025-08-09,Guillem Ortiz,Meritt Hardware Group S.A. - Valencia,open,EUR,2324.28,2533.47,MH100357,1101,Airfreight,1887.72
720218,CT720218,41160,Meritt Hardware Group S.A. (ES),DAP,AIR,"Zhongshan Guzhen Lighting Accessories Co., Ltd. - Zhongshan",Meritt Hardware Group S.A. - Valencia,China,Spain,"Shenzhen, China","Valencia, Spain",Turia Almacenes Logisticos SL - Riba-roja de Turia,"Shenzhen, China",,"Valencia, Spain",2025-08-01,2025-08-04,2025-07-28,2025-08-01,2025-08-04,2025-08-07,,,,,,,,,,MH100357,2025-08-19,Guillem Ortiz,Meritt Hardware Group S.A. - Valencia,open,EUR,2324.28,-related-,MH100357,1601,Origin Handling,142.63
720218,CT720218,41160,Meritt Hardware Group S.A. (ES),DAP,AIR,"Zhongshan Guzhen Lighting Accessories Co., Ltd. - Zhongshan",Meritt Hardware Group S.A. - Valencia,China,Spain,"Shenzhen, China","Valencia, Spain",Turia Almacenes Logisticos SL - Riba-roja de Turia,"Shenzhen, China",,"Valencia, Spain",2025-08-01,2025-08-04,2025-07-28,2025-08-01,2025-08-04,2025-08-07,,,,,,,,,,MH100357,2025-08-12,Guillem Ortiz,Meritt Hardware Group S.A. - Valencia,open,EUR,2324.28,-related-,MH100357,1503,Import Trucking,503.12
720219,CT720219,41161,Meritt Hardware Group S.A. (ES),DAP,AIR,"Jiangmen Pengjiang Hengli Locksets Co., Ltd. - Jiangmen",Meritt Hardware Group S.A. - Valencia,China,Spain,"Shenzhen, China","Barcelona, Spain",Plaza Zaragoza Servicios Logisticos - Zaragoza,"Shenzhen, China",,"Barcelona, Spain",11-Aug-2025,17-Aug-2025,08-Aug-2025,11-Aug-2025,17-Aug-2025,19-Aug-2025,,,,,,5.593,2053.62,2053.62,4,MH100358,28-Aug-2025,Rui Camposinhos,Meritt Hardware Group S.A. - Valencia,open,EUR,7370.05,8033.35,MH100358,1101,Airfreight,7266.08
720219,CT720219,41161,Meritt Hardware Group S.A. (ES),DAP,AIR,"Jiangmen Pengjiang Hengli Locksets Co., Ltd. - Jiangmen",Meritt Hardware Group S.A. - Valencia,China,Spain,"Shenzhen, China","Barcelona, Spain",Plaza Zaragoza Servicios Logisticos - Zaragoza,"Shenzhen, China",,"Barcelona, Spain",11-Aug-2025,17-Aug-2025,08-Aug-2025,11-Aug-2025,17-Aug-2025,19-Aug-2025,,,,,,,,,,MH100358,22-Aug-2025,Rui Camposinhos,Meritt Hardware Group S.A. - Valencia,open,EUR,7370.05,-related-,MH100358,1601,Origin Handling,127.50
