CT #,GRP #,M #,Client Company,Shipping Term,Transport Mode,Shipper,Consignee,Origin Country,Destination Country,Origin,Destination,Delivery,Port of Loading,Transshipment Port,Port of Discharge,Act Port Load,Act Port Disch,Cargo Ready,Act Depart,Act Arriv,Act Deliv,CT Conts ST,20,40,40HQ,45,CT CBM,CT CWT,CT GWT kg,CT Plts,Sales Invoice #,Date Issued,Issued by,Bill To Party Company,Status,Currency,Billed Sales Amount,USD Sales Amount,Sales Invoice #,SI CC,SI CC Description,USD SI CC
720120,10090,41094,Calderwood Brands GmbH (DE),BRK,AIR,Ranipet Devi Leather Goods Pvt. Ltd. - Ranipet,Calderwood Brands GmbH - Hamburg,India,Germany,"Chennai, India","Hamburg, Germany",Nordfracht Kontraktlogistik - Hannover,"Chennai, India",,"Hamburg, Germany",28-Jan-2025,30-Jan-2025,21-Jan-2025,28-Jan-2025,30-Jan-2025,09-Feb-2025,,,,,,,,,,CB100291,13-Feb-2025,Ruben Oosterhuis,Calderwood Brands GmbH - Hamburg,open,USD,11931.68,-related-,CB100291,1503,Import Trucking,780.99
720121,10090,41094,Calderwood Brands GmbH (DE),BRK,AIR,Ranipet Devi Leather Goods Pvt. Ltd. - Ranipet,Calderwood Brands GmbH - Hamburg,India,Germany,"Chennai, India","Hamburg, Germany",Nordfracht Kontraktlogistik - Hannover,"Chennai, India",,"Hamburg, Germany",28-Jan-2025,30-Jan-2025,21-Jan-2025,28-Jan-2025,30-Jan-2025,09-Feb-2025,,,,,,5.323,1656.95,1656.95,4,CB100291,28-Feb-2025,Ruben Oosterhuis,Calderwood Brands GmbH - Hamburg,open,USD,270.02,270.02,CB100291,1601,Origin Handling,162.64
720121,10090,41094,Calderwood Brands GmbH (DE),BRK,AIR,Ranipet Devi Leather Goods Pvt. Ltd. - Ranipet,Calderwood Brands GmbH - Hamburg,India,Germany,"Chennai, India","Hamburg, Germany",Nordfracht Kontraktlogistik - Hannover,"Chennai, India",,"Hamburg, Germany",28-Jan-2025,30-Jan-2025,21-Jan-2025,28-Jan-2025,30-Jan-2025,09-Feb-2025,,,,,,,,,,CB100291,21-Feb-2025,Ruben Oosterhuis,Calderwood Brands GmbH - Hamburg,open,USD,270.02,-related-,CB100291,1600,Outlay Fee 2.5 %,107.38
720122,CT720122,41095,Calderwood Brands GmbH (DE),DAP,AIR,Calderwood Sourcing Nord GmbH - Hamburg,Calderwood Brands GmbH - Hamburg,China,Germany,"Qingdao, China","Hamburg, Germany",Lehmann Distribution G.m.b.H - Luebeck,"Qingdao, China",,"Hamburg, Germany",2025-04-19,2025-04-25,2025-04-13,2025-04-19,2025-04-25,2025-04-28,,,,,,12.344,3218.14,3218.14,11,CB100292,2025-05-19,Lena Brandt,Calderwood Brands GmbH - Hamburg,open,EUR,11007.24,11997.89,CB100292,1101,Airfreight,10965.30
720122,CT720122,41095,Calderwood Brands GmbH (DE),DAP,AIR,Calderwood Sourcing Nord GmbH - Hamburg,Calderwood Brands GmbH - Hamburg,China,Germany,"Qingdao, China","Hamburg, Germany",Lehmann Distribution G.m.b.H - Luebeck,"Qingdao, China",,"Hamburg, Germany",2025-04-19,2025-04-25,2025-04-13,2025-04-19,2025-04-25,2025-04-28,,,,,,,,,,CB100292,2025-05-07,Lena Brandt,Calderwood Brands GmbH - Hamburg,open,EUR,11007.24,-related-,CB100292,1601,Origin Handling,172.23
720122,CT720122,41095,Calderwood Brands GmbH (DE),DAP,AIR,Calderwood Sourcing Nord GmbH - Hamburg,Calderwood Brands GmbH - Hamburg,China,Germany,"Qingdao, China","Hamburg, Germany",Lehmann Distribution G.m.b.H - Luebeck,"Qingdao, China",,"Hamburg, Germany",2025-04-19,2025-04-25,2025-04-13,2025-04-19,2025-04-25,2025-04-28,,,,,,,,,,CB100292,2025-05-12,Lena Brandt,Calderwood Brands GmbH - Hamburg,open,EUR,11007.24,-related-,CB100292,1503,Import Trucking,860.36
720123,10092,41096,Calderwood Brands GmbH (DE),CIF,AIR,"Laixi Zhongtian Plastic Mouldings Co., Ltd. - Laixi",Calderwood Benelux B.V. - Eindhoven,China,Netherlands,"Qingdao, China","Rotterdam, Netherlands",Dommelvracht Logistiek BV - Eindhoven,"Qingdao, China",,"Rotterdam, Netherlands",11-Dec-2025,17-Dec-2025,07-Dec-2025,11-Dec-2025,17-Dec-2025,26-Dec-2025,,,,,,3.780,1502.96,1502.96,3,CB100293,12-Jan-2026,Bettina Schroeder,Calderwood Brands GmbH - Hamburg,open,GBP,8906.26,11934.39,CB100293,1101,Airfreight,11862.35
720123,10092,41096,Calderwood Brands GmbH (DE),CIF,AIR,"Laixi Zhongtian Plastic Mouldings Co., Ltd. - Laixi",Calderwood Benelux B.V. - Eindhoven,China,Netherlands,"Qingdao, China","Rotterdam, Netherlands",Dommelvracht Logistiek BV - Eindhoven,"Qingdao, China",,"Rotterdam, Netherlands",11-Dec-2025,17-Dec-2025,07-Dec-2025,11-Dec-2025,17-Dec-2025,26-Dec-2025,,,,,,,,,,CB100293,12-Jan-2026,Bettina Schroeder,Calderwood Brands GmbH - Hamburg,open,GBP,8906.26,-related-,CB100293,1620,Bill of Lading Fee,72.04
720124,10092,41096,Calderwood Brands GmbH (DE),CIF,AIR,"Laixi Zhongtian Plastic Mouldings Co., Ltd. - Laixi",Calderwood Benelux B.V. - Eindhoven,China,Netherlands,"Qingdao, China","Rotterdam, Netherlands",Dommelvracht Logistiek BV - Eindhoven,"Qingdao, China",,"Rotterdam, Netherlands",11-Dec-2025,17-Dec-2025,07-Dec-2025,11-Dec-2025,17-Dec-2025,26-Dec-2025,,,,,,2.521,1001.97,1001.97,2,CB100293,12-Jan-2026,Bettina Schroeder,Calderwood Brands GmbH - Hamburg,open,GBP,115.89,155.29,CB100293,1601,Origin Handling,155.29
720125,10092,41096,Calderwood Brands GmbH (DE),CIF,AIR,"Laixi Zhongtian Plastic Mouldings Co., Ltd. - Laixi",Calderwood Benelux B.V. - Eindhoven,China,Netherlands,"Qingdao, China","Rotterdam, Netherlands",Dommelvracht Logistiek BV - Eindhoven,"Qingdao, China",,"Rotterdam, Netherlands",11-Dec-2025,17-Dec-2025,07-Dec-2025,11-Dec-2025,17-Dec-2025,26-Dec-2025,,,,,,2.521,1001.97,1001.97,2,CB100293,09-Jan-2026,Bettina Schroeder,Calderwood Brands GmbH - Hamburg,open,GBP,531.38,712.05,CB100293,1503,Import Trucking - 40'hc,712.05
720126,CT720126,41097,Calderwood Brands GmbH (DE),BRK,AIR,"Rizhao Changtai Outdoor Products Co., Ltd. - Rizhao",Calderwood Brands GmbH - Hamburg,China,Germany,"Qingdao, China","Hamburg, Germany",Nordfracht Kontraktlogistik - Hannover,"Qingdao, China",,"Hamburg, Germany",27-Sep-2025,01-Oct-2025,18-Sep-2025,27-Sep-2025,01-Oct-2025,06-Oct-2025,,,,,,20.420,4248.75,4248.75,14,CB100294,17-Oct-2025,Jakub Zielinski,Calderwood Brands GmbH - Hamburg,open,EUR,13532.93,14750.89,CB100294,1101,Airfreight,13188.22
720126,CT720126,41097,Calderwood Brands GmbH (DE),BRK,AIR,"Rizhao Changtai Outdoor Products Co., Ltd. - Rizhao",Calderwood Brands GmbH - Hamburg,China,Germany,"Qingdao, China","Hamburg, Germany",Nordfracht Kontraktlogistik - Hannover,"Qingdao, China",,"Hamburg, Germany",27-Sep-2025,01-Oct-2025,18-Sep-2025,27-Sep-2025,01-Oct-2025,06-Oct-2025,,,,,,,,,,CB100294,23-Oct-2025,Jakub Zielinski,Calderwood Brands GmbH - Hamburg,open,EUR,13532.93,-related-,CB100294,1503,Import Trucking - 40'hc,1089.63
720126,CT720126,41097,Calderwood Brands GmbH (DE),BRK,AIR,"Rizhao Changtai Outdoor Products Co., Ltd. - Rizhao",Calderwood Brands GmbH - Hamburg,China,Germany,"Qingdao, China","Hamburg, Germany",Nordfracht Kontraktlogistik - Hannover,"Qingdao, China",,"Hamburg, Germany",27-Sep-2025,01-Oct-2025,18-Sep-2025,27-Sep-2025,01-Oct-2025,06-Oct-2025,,,,,,,,,,CB100294,13-Oct-2025,Jakub Zielinski,Calderwood Brands GmbH - Hamburg,open,EUR,13532.93,-related-,CB100294,1411,Destination DAP charges,400.71
720126,CT720126,41097,Calderwood Brands GmbH (DE),BRK,AIR,"Rizhao Changtai Outdoor Products Co., Ltd. - Rizhao",Calderwood Brands GmbH - Hamburg,China,Germany,"Qingdao, China","Hamburg, Germany",Nordfracht Kontraktlogistik - Hannover,"Qingdao, China",,"Hamburg, Germany",27-Sep-2025,01-Oct-2025,18-Sep-2025,27-Sep-2025,01-Oct-2025,06-Oct-2025,,,,,,,,,,CB100294,13-Oct-2025,Jakub Zielinski,Calderwood Brands GmbH - Hamburg,open,EUR,13532.93,-related-,CB100294,1620,Bill of Lading Fee,72.33
720127,10094,41098,Calderwood Brands GmbH (DE),DAP,Trucking-Cross Border,"Rizhao Changtai Outdoor Products Co., Ltd. - Rizhao",Calderwood Brands GmbH - Hamburg,China,Germany,"Qingdao, China","Hamburg, Germany",Nordfracht Kontraktlogistik - Hannover,"Qingdao, China",,"Hamburg, Germany",14-Jul-2025,19-Jul-2025,11-Jul-2025,14-Jul-2025,19-Jul-2025,27-Jul-2025,,,,,,6.760,2918.41,2918.41,6,CB100295,01-Aug-2025,Bettina Schroeder,Calderwood Brands GmbH - Hamburg,open,EUR,1846.06,2012.20,CB100295,1401,Road Freight - Domestic,1183.61
720127,10094,41098,Calderwood Brands GmbH (DE),DAP,Trucking-Cross Border,"Rizhao Changtai Outdoor Products Co., Ltd. - Rizhao",Calderwood Brands GmbH - Hamburg,China,Germany,"Qingdao, China","Hamburg, Germany",Nordfracht Kontraktlogistik - Hannover,"Qingdao, China",,"Hamburg, Germany",14-Jul-2025,19-Jul-2025,11-Jul-2025,14-Jul-2025,19-Jul-2025,27-Jul-2025,,,,,,,,,,CB100295,31-Jul-2025,Bettina Schroeder,Calderwood Brands GmbH - Hamburg,open,EUR,1846.06,-related-,CB100295,1503,Import Trucking,828.59
720128,10094,41098,Calderwood Brands GmbH (DE),DAP,Trucking-Cross Border,"Rizhao Changtai Outdoor Products Co., Ltd. - Rizhao",Calderwood Brands GmbH - Hamburg,China,Germany,"Qingdao, China","Hamburg, Germany",Nordfracht Kontraktlogistik - Hannover,"Qingdao, China",,"Hamburg, Germany",14-Jul-2025,19-Jul-2025,11-Jul-2025,14-Jul-2025,19-Jul-2025,27-Jul-2025,,,,,,5.633,2432.00,2432.00,5,CB100295,14-Aug-2025,Bettina Schroeder,Calderwood Brands GmbH - Hamburg,open,EUR,138.35,150.80,CB100295,1601,Origin Handling,150.80
720129,10095,41099,Calderwood Brands GmbH (DE),FOB,OCEAN - FCL (AW),Sriperumbudur Kalyan Enclosures Pvt. Ltd. - Sriperumbudur,Calderwood Polska Sp. z o.o. - Poznan,India,Poland,"Chennai, India","Gdansk, Poland",Karpaty Magazyny Sp. z o.o. - Gliwice,"Chennai, India",,"Gdansk, Poland",08-Apr-2026,13-May-2026,04-Apr-2026,08-Apr-2026,13-May-2026,18-May-2026,,0,0,2,0,34.165,11985.58,11985.58,27,CB100296,07-Jun-2026,Bettina Schroeder,Calderwood Brands GmbH - Hamburg,open,EUR,10427.49,11365.96,CB100296,1301,Oceanfreight - FCL,7612.97
720129,10095,41099,Calderwood Brands GmbH (DE),FOB,OCEAN - FCL (AW),Sriperumbudur Kalyan Enclosures Pvt. Ltd. - Sriperumbudur,Calderwood Polska Sp. z o.o. - Poznan,India,Poland,"Chennai, India","Gdansk, Poland",Karpaty Magazyny Sp. z o.o. - Gliwice,"Chennai, India",,"Gdansk, Poland",08-Apr-2026,13-May-2026,04-Apr-2026,08-Apr-2026,13-May-2026,18-May-2026,,0,0,2,0,,,,,CB100296,21-May-2026,Bettina Schroeder,Calderwood Brands GmbH - Hamburg,open,EUR,10427.49,-related-,CB100296,1638,DAP + Clearance,3752.99
720130,10095,41099,Calderwood Brands GmbH (DE),FOB,OCEAN - FCL (AW),Sriperumbudur Kalyan Enclosures Pvt. Ltd. - Sriperumbudur,Calderwood Polska Sp. z o.o. - Poznan,India,Poland,"Chennai, India","Gdansk, Poland",Karpaty Magazyny Sp. z o.o. - Gliwice,"Chennai, India",,"Gdansk, Poland",08-Apr-2026,13-May-2026,04-Apr-2026,08-Apr-2026,13-May-2026,18-May-2026,,0,0,2,0,34.165,11985.58,11985.58,27,CB100296,02-Jun-2026,Bettina Schroeder,Calderwood Brands GmbH - Hamburg,open,EUR,289.58,315.64,CB100296,1601,Origin Handling,315.64
720131,CT720131,41100,Calderwood Brands GmbH (DE),EXW,OCEAN - FCL (AW),Sriperumbudur Kalyan Enclosures Pvt. Ltd. - Sriperumbudur,Calderwood Brands GmbH - Hamburg,India,Germany,"Chennai, India","Hamburg, Germany",Fuldatal Warehousing AG - Kassel ,"Chennai, India","Colombo, Sri Lanka","Hamburg, Germany",17-Aug-2025,15-Sep-2025,13-Aug-2025,17-Aug-2025,15-Sep-2025,22-Sep-2025,,0,0,2,0,96.846,29566.53,29566.53,70,CB100297,24-Sep-2025,Lena Brandt,Calderwood Brands GmbH - Hamburg,open,EUR,13311.66,14509.71,CB100297,1301,Ocean Freight FCL,7574.66
720131,CT720131,41100,Calderwood Brands GmbH (DE),EXW,OCEAN - FCL (AW),Sriperumbudur Kalyan Enclosures Pvt. Ltd. - Sriperumbudur,Calderwood Brands GmbH - Hamburg,India,Germany,"Chennai, India","Hamburg, Germany",Fuldatal Warehousing AG - Kassel ,"Chennai, India","Colombo, Sri Lanka","Hamburg, Germany",17-Aug-2025,15-Sep-2025,13-Aug-2025,17-Aug-2025,15-Sep-2025,22-Sep-2025,,0,0,2,0,,,,,CB100297,30-Sep-2025,Lena Brandt,Calderwood Brands GmbH - Hamburg,open,EUR,13311.66,-related-,CB100297,1630,Origin Charges (All Inclusive),2442.07
720131,CT720131,41100,Calderwood Brands GmbH (DE),EXW,OCEAN - FCL (AW),Sriperumbudur Kalyan Enclosures Pvt. Ltd. - Sriperumbudur,Calderwood Brands GmbH - Hamburg,India,Germany,"Chennai, India","Hamburg, Germany",Fuldatal Warehousing AG - Kassel ,"Chennai, India","Colombo, Sri Lanka","Hamburg, Germany",17-Aug-2025,15-Sep-2025,13-Aug-2025,17-Aug-2025,15-Sep-2025,22-Sep-2025,,,,,,,,,,CB100297,11-Oct-2025,Lena Brandt,Calderwood Brands GmbH - Hamburg,open,EUR,13311.66,-related-,CB100297,1601,Origin Handling,339.76
720131,CT720131,41100,Calderwood Brands GmbH (DE),EXW,OCEAN - FCL (AW),Sriperumbudur Kalyan Enclosures Pvt. Ltd. - Sriperumbudur,Calderwood Brands GmbH - Hamburg,India,Germany,"Chennai, India","Hamburg, Germany",Fuldatal Warehousing AG - Kassel ,"Chennai, India","Colombo, Sri Lanka","Hamburg, Germany",17-Aug-2025,15-Sep-2025,13-Aug-2025,17-Aug-2025,15-Sep-2025,22-Sep-2025,,,,,,,,,,CB100297,28-Sep-2025,Lena Brandt,Calderwood Brands GmbH - Hamburg,open,EUR,13311.66,-related-,CB100297,1638,Destination DAP Charges + Delivery,3719.98
720131,CT720131,41100,Calderwood Brands GmbH (DE),EXW,OCEAN - FCL (AW),Sriperumbudur Kalyan Enclosures Pvt. Ltd. - Sriperumbudur,Calderwood Brands GmbH - Hamburg,India,Germany,"Chennai, India","Hamburg, Germany",Fuldatal Warehousing AG - Kassel ,"Chennai, India","Colombo, Sri Lanka","Hamburg, Germany",17-Aug-2025,15-Sep-2025,13-Aug-2025,17-Aug-2025,15-Sep-2025,22-Sep-2025,,,,,,,,,,CB100297,13-Oct-2025,Lena Brandt,Calderwood Brands GmbH - Hamburg,open,EUR,13311.66,-related-,CB100297,1511,Destination Port Charges,364.27
720131,CT720131,41100,Calderwood Brands GmbH (DE),EXW,OCEAN - FCL (AW),Sriperumbudur Kalyan Enclosures Pvt. Ltd. - Sriperumbudur,Calderwood Brands GmbH - Hamburg,India,Germany,"Chennai, India","Hamburg, Germany",Fuldatal Warehousing AG - Kassel ,"Chennai, India","Colombo, Sri Lanka","Hamburg, Germany",17-Aug-2025,15-Sep-2025,13-Aug-2025,17-Aug-2025,15-Sep-2025,22-Sep-2025,,,,,,,,,,CB100297,27-Sep-2025,Lena Brandt,Calderwood Brands GmbH - Hamburg,open,EUR,13311.66,-related-,CB100297,1620,Bill of Lading Fee,68.97
720132,CT720132,41101,Calderwood Brands GmbH (DE),DDP,AIR,"Zibo Guangming Glassware Co., Ltd. - Zibo",Calderwood Polska Sp. z o.o. - Poznan,China,Poland,"Qingdao, China","Gdansk, Poland",Karpaty Magazyny Sp. z o.o. - Gliwice,"Qingdao, China",,"Gdansk, Poland",22-Jun-2025,25-Jun-2025,16-Jun-2025,22-Jun-2025,25-Jun-2025,05-Jul-2025,,,,,,1.361,364.76,364.76,1,CB100298,19-Jul-2025,Bettina Schroeder,Calderwood Brands GmbH - Hamburg,open,EUR,2057.00,2242.13,CB100298,1101,Airfreight,1314.32
720132,CT720132,41101,Calderwood Brands GmbH (DE),DDP,AIR,"Zibo Guangming Glassware Co., Ltd. - Zibo",Calderwood Polska Sp. z o.o. - Poznan,China,Poland,"Qingdao, China","Gdansk, Poland",Karpaty Magazyny Sp. z o.o. - Gliwice,"Qingdao, China",,"Gdansk, Poland",22-Jun-2025,25-Jun-2025,16-Jun-2025,22-Jun-2025,25-Jun-2025,05-Jul-2025,,,,,,,,,,CB100298,22-Jul-2025,Bettina Schroeder,Calderwood Brands GmbH - Hamburg,open,EUR,2057.00,-related-,CB100298,1601,Origin Handling,153.47
720132,CT720132,41101,Calderwood Brands GmbH (DE),DDP,AIR,"Zibo Guangming Glassware Co., Ltd. - Zibo",Calderwood Polska Sp. z o.o. - Poznan,China,Poland,"Qingdao, China","Gdansk, Poland",Karpaty Magazyny Sp. z o.o. - Gliwice,"Qingdao, China",,"Gdansk, Poland",22-Jun-2025,25-Jun-2025,16-Jun-2025,22-Jun-2025,25-Jun-2025,05-Jul-2025,,,,,,,,,,CB100298,15-Jul-2025,Bettina Schroeder,Calderwood Brands GmbH - Hamburg,open,EUR,2057.00,-related-,CB100298,1503,Import Trucking - 40'hc,493.09
720132,CT720132,41101,Calderwood Brands GmbH (DE),DDP,AIR,"Zibo Guangming Glassware Co., Ltd. - Zibo",Calderwood Polska Sp. z o.o. - Poznan,China,Poland,"Qingdao, China","Gdansk, Poland",Karpaty Magazyny Sp. z o.o. - Gliwice,"Qingdao, China",,"Gdansk, Poland",22-Jun-2025,25-Jun-2025,16-Jun-2025,22-Jun-2025,25-Jun-2025,05-Jul-2025,,,,,,,,,,CB100298,25-Jul-2025,Bettina Schroeder,Calderwood Brands GmbH - Hamburg,open,EUR,2057.00,-related-,CB100298,1619,Overweight Surcharge,281.25
720133,CT720133,41102,Calderwood Brands GmbH (DE),EXW,OCEAN - FCL (AW),Chennai Aravind Brassware Pvt. Ltd. - Chennai,Calderwood Brands GmbH - Hamburg,India,Germany,"Chennai, India","Hamburg, Germany",Nordfracht Kontraktlogistik - Hannover,"Chennai, India","Jebel Ali, UAE","Hamburg, Germany",28-Aug-2025,23-Sep-2025,20-Aug-2025,28-Aug-2025,23-Sep-2025,28-Sep-2025,,0,0,1,0,54.849,15057.93,15057.93,41,CB100299,17-Oct-2025,Sanne de Waard,Calderwood Brands GmbH - Hamburg,open,EUR,6937.93,7562.34,CB100299,1301,Oceanfreight - FCL,3771.15
720133,CT720133,41102,Calderwood Brands GmbH (DE),EXW,OCEAN - FCL (AW),Chennai Aravind Brassware Pvt. Ltd. - Chennai,Calderwood Brands GmbH - Hamburg,India,Germany,"Chennai, India","Hamburg, Germany",Nordfracht Kontraktlogistik - Hannover,"Chennai, India","Jebel Ali, UAE","Hamburg, Germany",28-Aug-2025,23-Sep-2025,20-Aug-2025,28-Aug-2025,23-Sep-2025,28-Sep-2025,,0,0,1,0,,,,,CB100299,06-Oct-2025,Sanne de Waard,Calderwood Brands GmbH - Hamburg,open,EUR,6937.93,-related-,CB100299,1630,Origin Charges - All In,1226.08
720133,CT720133,41102,Calderwood Brands GmbH (DE),EXW,OCEAN - FCL (AW),Chennai Aravind Brassware Pvt. Ltd. - Chennai,Calderwood Brands GmbH - Hamburg,India,Germany,"Chennai, India","Hamburg, Germany",Nordfracht Kontraktlogistik - Hannover,"Chennai, India","Jebel Ali, UAE","Hamburg, Germany",28-Aug-2025,23-Sep-2025,20-Aug-2025,28-Aug-2025,23-Sep-2025,28-Sep-2025,,,,,,,,,,CB100299,03-Oct-2025,Sanne de Waard,Calderwood Brands GmbH - Hamburg,open,EUR,6937.93,-related-,CB100299,1601,Origin Handling,166.16
720133,CT720133,41102,Calderwood Brands GmbH (DE),EXW,OCEAN - FCL (AW),Chennai Aravind Brassware Pvt. Ltd. - Chennai,Calderwood Brands GmbH - Hamburg,India,Germany,"Chennai, India","Hamburg, Germany",Nordfracht Kontraktlogistik - Hannover,"Chennai, India","Jebel Ali, UAE","Hamburg, Germany",28-Aug-2025,23-Sep-2025,20-Aug-2025,28-Aug-2025,23-Sep-2025,28-Sep-2025,,,,,,,,,,CB100299,03-Oct-2025,Sanne de Waard,Calderwood Brands GmbH - Hamburg,open,EUR,6937.93,-related-,CB100299,1638,DAP Charges - 40' HC,1674.78
720133,CT720133,41102,Calderwood Brands GmbH (DE),EXW,OCEAN - FCL (AW),Chennai Aravind Brassware Pvt. Ltd. - Chennai,Calderwood Brands GmbH - Hamburg,India,Germany,"Chennai, India","Hamburg, Germany",Nordfracht Kontraktlogistik - Hannover,"Chennai, India","Jebel Ali, UAE","Hamburg, Germany",28-Aug-2025,23-Sep-2025,20-Aug-2025,28-Aug-2025,23-Sep-2025,28-Sep-2025,,,,,,,,,,CB100299,16-Oct-2025,Sanne de Waard,Calderwood Brands GmbH - Hamburg,open,EUR,6937.93,-related-,CB100299,1511,Destination Port Charges,201.90
720133,CT720133,41102,Calderwood Brands GmbH (DE),EXW,OCEAN - FCL (AW),Chennai Aravind Brassware Pvt. Ltd. - Chennai,Calderwood Brands GmbH - Hamburg,India,Germany,"Chennai, India","Hamburg, Germany",Nordfracht Kontraktlogistik - Hannover,"Chennai, India","Jebel Ali, UAE","Hamburg, Germany",28-Aug-2025,23-Sep-2025,20-Aug-2025,28-Aug-2025,23-Sep-2025,28-Sep-2025,,,,,,,,,,CB100299,09-Oct-2025,Sanne de Waard,Calderwood Brands GmbH - Hamburg,open,EUR,6937.93,-related-,CB100299,1217,Import VAT Outlay,522.27
720134,10099,41103,Calderwood Brands GmbH (DE),DDP,Trucking-Domestic,"Yantai Ruixin Small Appliances Co., Ltd. - Yantai",Calderwood Benelux B.V. - Eindhoven,China,Netherlands,"Qingdao, China","Rotterdam, Netherlands",Westhoek Opslag en Transport - Roosendaal,"Qingdao, China",,"Rotterdam, Netherlands",17-Aug-2025,22-Aug-2025,09-Aug-2025,17-Aug-2025,22-Aug-2025,31-Aug-2025,,,,,,8.278,2780.97,2780.97,6,CB100300,08-Sep-2025,Ruben Oosterhuis,Calderwood Brands GmbH - Hamburg,open,EUR,1402.45,1528.67,CB100300,1401,Road Freight - Domestic,1343.62
720134,10099,41103,Calderwood Brands GmbH (DE),DDP,Trucking-Domestic,"Yantai Ruixin Small Appliances Co., Ltd. - Yantai",Calderwood Benelux B.V. - Eindhoven,China,Netherlands,"Qingdao, China","Rotterdam, Netherlands",Westhoek Opslag en Transport - Roosendaal,"Qingdao, China",,"Rotterdam, Netherlands",17-Aug-2025,22-Aug-2025,09-Aug-2025,17-Aug-2025,22-Aug-2025,31-Aug-2025,,,,,,,,,,CB100300,08-Sep-2025,Ruben Oosterhuis,Calderwood Brands GmbH - Hamburg,open,EUR,1402.45,-related-,CB100300,1713,Bonded Warehouse Charges,185.05
720135,10099,41103,Calderwood Brands GmbH (DE),DDP,Trucking-Domestic,"Yantai Ruixin Small Appliances Co., Ltd. - Yantai",Calderwood Benelux B.V. - Eindhoven,China,Netherlands,"Qingdao, China","Rotterdam, Netherlands",Westhoek Opslag en Transport - Roosendaal,"Qingdao, China",,"Rotterdam, Netherlands",17-Aug-2025,22-Aug-2025,09-Aug-2025,17-Aug-2025,22-Aug-2025,31-Aug-2025,,,,,,6.899,2317.47,2317.47,5,CB100300,19-Sep-2025,Ruben Oosterhuis,Calderwood Brands GmbH - Hamburg,open,EUR,157.77,171.97,CB100300,1601,Origin Handling,171.97
720136,10099,41103,Calderwood Brands GmbH (DE),DDP,Trucking-Domestic,"Yantai Ruixin Small Appliances Co., Ltd. - Yantai",Calderwood Benelux B.V. - Eindhoven,China,Netherlands,"Qingdao, China","Rotterdam, Netherlands",Westhoek Opslag en Transport - Roosendaal,"Qingdao, China",,"Rotterdam, Netherlands",17-Aug-2025,22-Aug-2025,09-Aug-2025,17-Aug-2025,22-Aug-2025,31-Aug-2025,,,,,,6.899,2317.47,2317.47,5,CB100300,08-Sep-2025,Ruben Oosterhuis,Calderwood Brands GmbH - Hamburg,open,EUR,1101.86,1201.03,CB100300,1503,Import Trucking,1201.03
720137,CT720137,41104,Calderwood Brands GmbH (DE),FOB,OCEAN - FCL (AW),"Rizhao Changtai Outdoor Products Co., Ltd. - Rizhao",Calderwood Brands GmbH - Hamburg,China,Germany,"Qingdao, China","Hamburg, Germany",Nordfracht Kontraktlogistik - Hannover,"Qingdao, China",,"Hamburg, Germany",24-Aug-2025,01-Oct-2025,15-Aug-2025,24-Aug-2025,01-Oct-2025,04-Oct-2025,,0,0,2,0,69.643,23469.09,23469.09,52,CB100301,17-Oct-2025,Bettina Schroeder,Calderwood Brands GmbH - Hamburg,open,EUR,11081.38,12078.70,CB100301,1301,Ocean Freight FCL,8411.62
720137,CT720137,41104,Calderwood Brands GmbH (DE),FOB,OCEAN - FCL (AW),"Rizhao Changtai Outdoor Products Co., Ltd. - Rizhao",Calderwood Brands GmbH - Hamburg,China,Germany,"Qingdao, China","Hamburg, Germany",Nordfracht Kontraktlogistik - Hannover,"Qingdao, China",,"Hamburg, Germany",24-Aug-2025,01-Oct-2025,15-Aug-2025,24-Aug-2025,01-Oct-2025,04-Oct-2025,,0,0,2,0,,,,,CB100301,15-Oct-2025,Bettina Schroeder,Calderwood Brands GmbH - Hamburg,open,EUR,11081.38,-related-,CB100301,1601,Origin Handling,347.73
720137,CT720137,41104,Calderwood Brands GmbH (DE),FOB,OCEAN - FCL (AW),"Rizhao Changtai Outdoor Products Co., Ltd. - Rizhao",Calderwood Brands GmbH - Hamburg,China,Germany,"Qingdao, China","Hamburg, Germany",Nordfracht Kontraktlogistik - Hannover,"Qingdao, China",,"Hamburg, Germany",24-Aug-2025,01-Oct-2025,15-Aug-2025,24-Aug-2025,01-Oct-2025,04-Oct-2025,,,,,,,,,,CB100301,12-Oct-2025,Bettina Schroeder,Calderwood Brands GmbH - Hamburg,open,EUR,11081.38,-related-,CB100301,1638,Destination DAP Charges + Delivery,3250.22
720137,CT720137,41104,Calderwood Brands GmbH (DE),FOB,OCEAN - FCL (AW),"Rizhao Changtai Outdoor Products Co., Ltd. - Rizhao",Calderwood Brands GmbH - Hamburg,China,Germany,"Qingdao, China","Hamburg, Germany",Nordfracht Kontraktlogistik - Hannover,"Qingdao, China",,"Hamburg, Germany",24-Aug-2025,01-Oct-2025,15-Aug-2025,24-Aug-2025,01-Oct-2025,04-Oct-2025,,,,,,,,,,CB100301,23-Oct-2025,Bettina Schroeder,Calderwood Brands GmbH - Hamburg,open,EUR,11081.38,-related-,CB100301,1620,Bill of Lading Fee,69.13
